,DATE,SP500,month,number
1081,12/20/2022,3821.62,2022-12-20,3821.62
1082,12/21/2022,3878.44,2022-12-21,3878.44
1083,12/22/2022,3822.39,2022-12-22,3822.39
1084,12/23/2022,3844.82,2022-12-23,3844.82
1085,12/26/2022,,2022-12-26,
1086,12/27/2022,3829.25,2022-12-27,3829.25
1087,12/28/2022,3783.22,2022-12-28,3783.22
1088,12/29/2022,3849.28,2022-12-29,3849.28
1089,12/30/2022,3839.5,2022-12-30,3839.5
1090,1/2/2023,,2023-01-02,
1091,1/3/2023,3824.14,2023-01-03,3824.14
1092,1/4/2023,3852.97,2023-01-04,3852.97
1093,1/5/2023,3808.1,2023-01-05,3808.1
1094,1/6/2023,3895.08,2023-01-06,3895.08
1095,1/9/2023,3892.09,2023-01-09,3892.09
1096,1/10/2023,3919.25,2023-01-10,3919.25
1097,1/11/2023,3969.61,2023-01-11,3969.61
1098,1/12/2023,3983.17,2023-01-12,3983.17
1099,1/13/2023,3999.09,2023-01-13,3999.09
1100,1/16/2023,,2023-01-16,
1101,1/17/2023,3990.97,2023-01-17,3990.97
1102,1/18/2023,3928.86,2023-01-18,3928.86
1103,1/19/2023,3898.85,2023-01-19,3898.85
1104,1/20/2023,3972.61,2023-01-20,3972.61
1105,1/23/2023,4019.81,2023-01-23,4019.81
1106,1/24/2023,4016.95,2023-01-24,4016.95
1107,1/25/2023,4016.22,2023-01-25,4016.22
1108,1/26/2023,4060.43,2023-01-26,4060.43
1109,1/27/2023,4070.56,2023-01-27,4070.56
1110,1/30/2023,4017.77,2023-01-30,4017.77
1111,1/31/2023,4076.6,2023-01-31,4076.6
1112,2/1/2023,4119.21,2023-02-01,4119.21
1113,2/2/2023,4179.76,2023-02-02,4179.76
1114,2/3/2023,4136.48,2023-02-03,4136.48
1115,2/6/2023,4111.08,2023-02-06,4111.08
1116,2/7/2023,4164.0,2023-02-07,4164.0
1117,2/8/2023,4117.86,2023-02-08,4117.86
1118,2/9/2023,4081.5,2023-02-09,4081.5
1119,2/10/2023,4090.46,2023-02-10,4090.46
1120,2/13/2023,4137.29,2023-02-13,4137.29
1121,2/14/2023,4136.13,2023-02-14,4136.13
1122,2/15/2023,4147.6,2023-02-15,4147.6
1123,2/16/2023,4090.41,2023-02-16,4090.41
1124,2/17/2023,4079.09,2023-02-17,4079.09
1125,2/20/2023,,2023-02-20,
1126,2/21/2023,3997.34,2023-02-21,3997.34
1127,2/22/2023,3991.05,2023-02-22,3991.05
1128,2/23/2023,4012.32,2023-02-23,4012.32
1129,2/24/2023,3970.04,2023-02-24,3970.04
1130,2/27/2023,3982.24,2023-02-27,3982.24
1131,2/28/2023,3970.15,2023-02-28,3970.15
1132,3/1/2023,3951.39,2023-03-01,3951.39
1133,3/2/2023,3981.35,2023-03-02,3981.35
1134,3/3/2023,4045.64,2023-03-03,4045.64
1135,3/6/2023,4048.42,2023-03-06,4048.42
1136,3/7/2023,3986.37,2023-03-07,3986.37
1137,3/8/2023,3992.01,2023-03-08,3992.01
1138,3/9/2023,3918.32,2023-03-09,3918.32
1139,3/10/2023,3861.59,2023-03-10,3861.59
1140,3/13/2023,3855.76,2023-03-13,3855.76
1141,3/14/2023,3919.29,2023-03-14,3919.29
1142,3/15/2023,3891.93,2023-03-15,3891.93
1143,3/16/2023,3960.28,2023-03-16,3960.28
1144,3/17/2023,3916.64,2023-03-17,3916.64
1145,3/20/2023,3951.57,2023-03-20,3951.57
1146,3/21/2023,4002.87,2023-03-21,4002.87
1147,3/22/2023,3936.97,2023-03-22,3936.97
1148,3/23/2023,3948.72,2023-03-23,3948.72
1149,3/24/2023,3970.99,2023-03-24,3970.99
1150,3/27/2023,3977.53,2023-03-27,3977.53
1151,3/28/2023,3971.27,2023-03-28,3971.27
1152,3/29/2023,4027.81,2023-03-29,4027.81
1153,3/30/2023,4050.83,2023-03-30,4050.83
1154,3/31/2023,4109.31,2023-03-31,4109.31
1155,4/3/2023,4124.51,2023-04-03,4124.51
1156,4/4/2023,4100.6,2023-04-04,4100.6
1157,4/5/2023,4090.38,2023-04-05,4090.38
1158,4/6/2023,4105.02,2023-04-06,4105.02
1159,4/7/2023,,2023-04-07,
1160,4/10/2023,4109.11,2023-04-10,4109.11
1161,4/11/2023,4108.94,2023-04-11,4108.94
1162,4/12/2023,4091.95,2023-04-12,4091.95
1163,4/13/2023,4146.22,2023-04-13,4146.22
1164,4/14/2023,4137.64,2023-04-14,4137.64
1165,4/17/2023,4151.32,2023-04-17,4151.32
1166,4/18/2023,4154.87,2023-04-18,4154.87
1167,4/19/2023,4154.52,2023-04-19,4154.52
1168,4/20/2023,4129.79,2023-04-20,4129.79
1169,4/21/2023,4133.52,2023-04-21,4133.52
1170,4/24/2023,4137.04,2023-04-24,4137.04
1171,4/25/2023,4071.63,2023-04-25,4071.63
1172,4/26/2023,4055.99,2023-04-26,4055.99
1173,4/27/2023,4135.35,2023-04-27,4135.35
1174,4/28/2023,4169.48,2023-04-28,4169.48
1175,5/1/2023,4167.87,2023-05-01,4167.87
1176,5/2/2023,4119.58,2023-05-02,4119.58
1177,5/3/2023,4090.75,2023-05-03,4090.75
1178,5/4/2023,4061.22,2023-05-04,4061.22
1179,5/5/2023,4136.25,2023-05-05,4136.25
1180,5/8/2023,4138.12,2023-05-08,4138.12
1181,5/9/2023,4119.17,2023-05-09,4119.17
1182,5/10/2023,4137.64,2023-05-10,4137.64
1183,5/11/2023,4130.62,2023-05-11,4130.62
1184,5/12/2023,4124.08,2023-05-12,4124.08
1185,5/15/2023,4136.28,2023-05-15,4136.28
1186,5/16/2023,4109.9,2023-05-16,4109.9
1187,5/17/2023,4158.77,2023-05-17,4158.77
1188,5/18/2023,4198.05,2023-05-18,4198.05
1189,5/19/2023,4191.98,2023-05-19,4191.98
1190,5/22/2023,4192.63,2023-05-22,4192.63
1191,5/23/2023,4145.58,2023-05-23,4145.58
1192,5/24/2023,4115.24,2023-05-24,4115.24
1193,5/25/2023,4151.28,2023-05-25,4151.28
1194,5/26/2023,4205.45,2023-05-26,4205.45
1195,5/29/2023,,2023-05-29,
1196,5/30/2023,4205.52,2023-05-30,4205.52
1197,5/31/2023,4179.83,2023-05-31,4179.83
1198,6/1/2023,4221.02,2023-06-01,4221.02
1199,6/2/2023,4282.37,2023-06-02,4282.37
1200,6/5/2023,4273.79,2023-06-05,4273.79
1201,6/6/2023,4283.85,2023-06-06,4283.85
1202,6/7/2023,4267.52,2023-06-07,4267.52
1203,6/8/2023,4293.93,2023-06-08,4293.93
1204,6/9/2023,4298.86,2023-06-09,4298.86
1205,6/12/2023,4338.93,2023-06-12,4338.93
1206,6/13/2023,4369.01,2023-06-13,4369.01
1207,6/14/2023,4372.59,2023-06-14,4372.59
1208,6/15/2023,4425.84,2023-06-15,4425.84
1209,6/16/2023,4409.59,2023-06-16,4409.59
1210,6/19/2023,,2023-06-19,
1211,6/20/2023,4388.71,2023-06-20,4388.71
1212,6/21/2023,4365.69,2023-06-21,4365.69
1213,6/22/2023,4381.89,2023-06-22,4381.89
1214,6/23/2023,4348.33,2023-06-23,4348.33
1215,6/26/2023,4328.82,2023-06-26,4328.82
1216,6/27/2023,4378.41,2023-06-27,4378.41
1217,6/28/2023,4376.86,2023-06-28,4376.86
1218,6/29/2023,4396.44,2023-06-29,4396.44
1219,6/30/2023,4450.38,2023-06-30,4450.38
1220,7/3/2023,4455.59,2023-07-03,4455.59
1221,7/4/2023,,2023-07-04,
1222,7/5/2023,4446.82,2023-07-05,4446.82
1223,7/6/2023,4411.59,2023-07-06,4411.59
1224,7/7/2023,4398.95,2023-07-07,4398.95
1225,7/10/2023,4409.53,2023-07-10,4409.53
1226,7/11/2023,4439.26,2023-07-11,4439.26
1227,7/12/2023,4472.16,2023-07-12,4472.16
1228,7/13/2023,4510.04,2023-07-13,4510.04
1229,7/14/2023,4505.42,2023-07-14,4505.42
1230,7/17/2023,4522.79,2023-07-17,4522.79
1231,7/18/2023,4554.98,2023-07-18,4554.98
1232,7/19/2023,4565.72,2023-07-19,4565.72
1233,7/20/2023,4534.87,2023-07-20,4534.87
1234,7/21/2023,4536.34,2023-07-21,4536.34
1235,7/24/2023,4554.64,2023-07-24,4554.64
1236,7/25/2023,4567.46,2023-07-25,4567.46
1237,7/26/2023,4566.75,2023-07-26,4566.75
1238,7/27/2023,4537.41,2023-07-27,4537.41
1239,7/28/2023,4582.23,2023-07-28,4582.23
1240,7/31/2023,4588.96,2023-07-31,4588.96
1241,8/1/2023,4576.73,2023-08-01,4576.73
1242,8/2/2023,4513.39,2023-08-02,4513.39
1243,8/3/2023,4501.89,2023-08-03,4501.89
1244,8/4/2023,4478.03,2023-08-04,4478.03
1245,8/7/2023,4518.44,2023-08-07,4518.44
1246,8/8/2023,4499.38,2023-08-08,4499.38
1247,8/9/2023,4467.71,2023-08-09,4467.71
1248,8/10/2023,4468.83,2023-08-10,4468.83
1249,8/11/2023,4464.05,2023-08-11,4464.05
1250,8/14/2023,4489.72,2023-08-14,4489.72
1251,8/15/2023,4437.86,2023-08-15,4437.86
1252,8/16/2023,4404.33,2023-08-16,4404.33
1253,8/17/2023,4370.36,2023-08-17,4370.36
1254,8/18/2023,4369.71,2023-08-18,4369.71
1255,8/21/2023,4399.77,2023-08-21,4399.77
1256,8/22/2023,4387.55,2023-08-22,4387.55
1257,8/23/2023,4436.01,2023-08-23,4436.01
1258,8/24/2023,4376.31,2023-08-24,4376.31
1259,8/25/2023,4405.71,2023-08-25,4405.71
1260,8/28/2023,4433.31,2023-08-28,4433.31
1261,8/29/2023,4497.63,2023-08-29,4497.63
1262,8/30/2023,4514.87,2023-08-30,4514.87
1263,8/31/2023,4507.66,2023-08-31,4507.66
1264,9/1/2023,4515.77,2023-09-01,4515.77
1265,9/4/2023,,2023-09-04,
1266,9/5/2023,4496.83,2023-09-05,4496.83
1267,9/6/2023,4465.48,2023-09-06,4465.48
1268,9/7/2023,4451.14,2023-09-07,4451.14
1269,9/8/2023,4457.49,2023-09-08,4457.49
1270,9/11/2023,4487.46,2023-09-11,4487.46
1271,9/12/2023,4461.9,2023-09-12,4461.9
1272,9/13/2023,4467.44,2023-09-13,4467.44
1273,9/14/2023,4505.1,2023-09-14,4505.1
1274,9/15/2023,4450.32,2023-09-15,4450.32
1275,9/18/2023,4453.53,2023-09-18,4453.53
1276,9/19/2023,4443.95,2023-09-19,4443.95
1277,9/20/2023,4402.2,2023-09-20,4402.2
1278,9/21/2023,4330.0,2023-09-21,4330.0
1279,9/22/2023,4320.06,2023-09-22,4320.06
1280,9/25/2023,4337.44,2023-09-25,4337.44
1281,9/26/2023,4273.53,2023-09-26,4273.53
1282,9/27/2023,4274.51,2023-09-27,4274.51
1283,9/28/2023,4299.7,2023-09-28,4299.7
1284,9/29/2023,4288.05,2023-09-29,4288.05
1285,10/2/2023,4288.39,2023-10-02,4288.39
1286,10/3/2023,4229.45,2023-10-03,4229.45
1287,10/4/2023,4263.75,2023-10-04,4263.75
1288,10/5/2023,4258.19,2023-10-05,4258.19
1289,10/6/2023,4308.5,2023-10-06,4308.5
1290,10/9/2023,4335.66,2023-10-09,4335.66
1291,10/10/2023,4358.24,2023-10-10,4358.24
1292,10/11/2023,4376.95,2023-10-11,4376.95
1293,10/12/2023,4349.61,2023-10-12,4349.61
1294,10/13/2023,4327.78,2023-10-13,4327.78
1295,10/16/2023,4373.63,2023-10-16,4373.63
1296,10/17/2023,4373.2,2023-10-17,4373.2
1297,10/18/2023,4314.6,2023-10-18,4314.6
1298,10/19/2023,4278.0,2023-10-19,4278.0
1299,10/20/2023,4224.16,2023-10-20,4224.16
1300,10/23/2023,4217.04,2023-10-23,4217.04
1301,10/24/2023,4247.68,2023-10-24,4247.68
1302,10/25/2023,4186.77,2023-10-25,4186.77
1303,10/26/2023,4137.23,2023-10-26,4137.23
1304,10/27/2023,4117.37,2023-10-27,4117.37
